Time,Entrance,Retail,Food Court,Total
16:35:15,0,0,0,0
16:35:19,37,9,0,46
16:35:24,38,8,16,62
16:35:28,36,13,17,66
16:35:33,35,14,16,65
16:35:37,35,11,16,62
16:35:42,35,10,20,65
16:35:46,34,12,19,65
16:35:51,38,11,18,67
16:35:55,34,12,17,63
